Tipo de residuo;Comunidades y Ciudades Autónomas;Periodo;Total
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2019;139642
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2018;121390
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2017;99641
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2016;88078
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2015;86451
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2014;89463
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2013;94388
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2012;114410
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2011;136194
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2010;160181
07.2 Residuos de papel y cartón;14 Región de Murcia;2021;33851
07.2 Residuos de papel y cartón;14 Región de Murcia;2020;26307
07.2 Residuos de papel y cartón;14 Región de Murcia;2019;23740
07.2 Residuos de papel y cartón;14 Región de Murcia;2018;20879
07.2 Residuos de papel y cartón;14 Región de Murcia;2017;18764
07.2 Residuos de papel y cartón;14 Región de Murcia;2016;17864
07.2 Residuos de papel y cartón;14 Región de Murcia;2015;13814
07.2 Residuos de papel y cartón;14 Región de Murcia;2014;12864
07.2 Residuos de papel y cartón;14 Región de Murcia;2013;7474
07.2 Residuos de papel y cartón;14 Región de Murcia;2012;8430
07.2 Residuos de papel y cartón;14 Región de Murcia;2011;18849
07.2 Residuos de papel y cartón;14 Región de Murcia;2010;22561
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2021;27886
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2020;27109
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2019;26266
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2018;27931
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2017;26211
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2016;26684
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2015;26057
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2014;22981
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2013;24427
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2012;24427
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2011;25905
07.2 Residuos de papel y cartón;15 Comunidad Foral de Navarra;2010;30090
07.2 Residuos de papel y cartón;16 País Vasco;2021;139454
07.2 Residuos de papel y cartón;16 País Vasco;2020;147094
07.2 Residuos de papel y cartón;16 País Vasco;2019;153648
07.2 Residuos de papel y cartón;16 País Vasco;2018;147679
07.2 Residuos de papel y cartón;16 País Vasco;2017;139386
07.2 Residuos de papel y cartón;16 País Vasco;2016;128576
07.2 Residuos de papel y cartón;16 País Vasco;2015;117879
07.2 Residuos de papel y cartón;16 País Vasco;2014;122104
07.2 Residuos de papel y cartón;16 País Vasco;2013;130614
07.2 Residuos de papel y cartón;16 País Vasco;2012;124278
07.2 Residuos de papel y cartón;16 País Vasco;2011;165214
07.2 Residuos de papel y cartón;16 País Vasco;2010;169542
07.2 Residuos de papel y cartón;17 La Rioja;2021;8128
07.2 Residuos de papel y cartón;17 La Rioja;2020;8139
07.2 Residuos de papel y cartón;17 La Rioja;2019;8417
07.2 Residuos de papel y cartón;17 La Rioja;2018;8150
07.2 Residuos de papel y cartón;17 La Rioja;2017;7971
07.2 Residuos de papel y cartón;17 La Rioja;2016;7991
07.2 Residuos de papel y cartón;17 La Rioja;2015;7605
07.2 Residuos de papel y cartón;17 La Rioja;2014;7409
07.2 Residuos de papel y cartón;17 La Rioja;2013;7537
07.2 Residuos de papel y cartón;17 La Rioja;2012;7919
07.2 Residuos de papel y cartón;17 La Rioja;2011;8584
07.2 Residuos de papel y cartón;17 La Rioja;2010;9187
07.4 Residuos de plásticos;Total Nacional;2021;20871
07.4 Residuos de plásticos;Total Nacional;2020;8713
07.4 Residuos de plásticos;Total Nacional;2019;29421
07.4 Residuos de plásticos;Total Nacional;2018;24050
07.4 Residuos de plásticos;Total Nacional;2017;24571
07.4 Residuos de plásticos;Total Nacional;2016;25119
07.4 Residuos de plásticos;Total Nacional;2015;39453
07.4 Residuos de plásticos;Total Nacional;2014;39807
07.4 Residuos de plásticos;Total Nacional;2013;21577
07.4 Residuos de plásticos;Total Nacional;2012;107524
07.4 Residuos de plásticos;Total Nacional;2011;104681
07.4 Residuos de plásticos;Total Nacional;2010;185501
07.4 Residuos de plásticos;01 Andalucía;2021;1135
07.4 Residuos de plásticos;01 Andalucía;2020;165
07.4 Residuos de plásticos;01 Andalucía;2019;520
07.4 Residuos de plásticos;01 Andalucía;2018;1677
07.4 Residuos de plásticos;01 Andalucía;2017;1421
07.4 Residuos de plásticos;01 Andalucía;2016;727
07.4 Residuos de plásticos;01 Andalucía;2015;2363
07.4 Residuos de plásticos;01 Andalucía;2014;2361
07.4 Residuos de plásticos;01 Andalucía;2013;809
07.4 Residuos de plásticos;01 Andalucía;2012;10852
07.4 Residuos de plásticos;01 Andalucía;2011;13063
07.4 Residuos de plásticos;01 Andalucía;2010;28898
07.4 Residuos de plásticos;02 Aragón;2021;25
07.4 Residuos de plásticos;02 Aragón;2020;22
07.4 Residuos de plásticos;02 Aragón;2019;14
07.4 Residuos de plásticos;02 Aragón;2018;251
07.4 Residuos de plásticos;02 Aragón;2017;0
07.4 Residuos de plásticos;02 Aragón;2016;43
07.4 Residuos de plásticos;02 Aragón;2015;13
07.4 Residuos de plásticos;02 Aragón;2014;13
07.4 Residuos de plásticos;02 Aragón;2013;0
07.4 Residuos de plásticos;02 Aragón;2012;1733
07.4 Residuos de plásticos;02 Aragón;2011;1601
07.4 Residuos de plásticos;02 Aragón;2010;5668
07.4 Residuos de plásticos;03 Principado de Asturias;2021;171
07.4 Residuos de plásticos;03 Principado de Asturias;2020;0
07.4 Residuos de plásticos;03 Principado de Asturias;2019;617
07.4 Residuos de plásticos;03 Principado de Asturias;2018;943
07.4 Residuos de plásticos;03 Principado de Asturias;2017;537
07.4 Residuos de plásticos;03 Principado de Asturias;2016;473
07.4 Residuos de plásticos;03 Principado de Asturias;2015;953
07.4 Residuos de plásticos;03 Principado de Asturias;2014;962
07.4 Residuos de plásticos;03 Principado de Asturias;2013;679
07.4 Residuos de plásticos;03 Principado de Asturias;2012;864
07.4 Residuos de plásticos;03 Principado de Asturias;2011;69
07.4 Residuos de plásticos;03 Principado de Asturias;2010;339
07.4 Residuos de plásticos;04 Illes Balears;2021;271
07.4 Residuos de plásticos;04 Illes Balears;2020;13
07.4 Residuos de plásticos;04 Illes Balears;2019;271
07.4 Residuos de plásticos;04 Illes Balears;2018;407
07.4 Residuos de plásticos;04 Illes Balears;2017;3
07.4 Residuos de plásticos;04 Illes Balears;2016;21
07.4 Residuos de plásticos;04 Illes Balears;2015;359
07.4 Residuos de plásticos;04 Illes Balears;2014;362
07.4 Residuos de plásticos;04 Illes Balears;2013;0
07.4 Residuos de plásticos;04 Illes Balears;2012;4038
07.4 Residuos de plásticos;04 Illes Balears;2011;1935
07.4 Residuos de plásticos;04 Illes Balears;2010;2245
07.4 Residuos de plásticos;05 Canarias;2021;1090
07.4 Residuos de plásticos;05 Canarias;2020;998
07.4 Residuos de plásticos;05 Canarias;2019;17
07.4 Residuos de plásticos;05 Canarias;2018;5
07.4 Residuos de plásticos;05 Canarias;2017;76
07.4 Residuos de plásticos;05 Canarias;2016;4549
07.4 Residuos de plásticos;05 Canarias;2015;31
07.4 Residuos de plásticos;05 Canarias;2014;31
07.4 Residuos de plásticos;05 Canarias;2013;1
07.4 Residuos de plásticos;05 Canarias;2012;6497
07.4 Residuos de plásticos;05 Canarias;2011;6878
07.4 Residuos de plásticos;05 Canarias;2010;7952
07.4 Residuos de plásticos;06 Cantabria;2021;30
07.4 Residuos de plásticos;06 Cantabria;2020;0
07.4 Residuos de plásticos;06 Cantabria;2019;0
07.4 Residuos de plásticos;06 Cantabria;2018;0
07.4 Residuos de plásticos;06 Cantabria;2017;0
07.4 Residuos de plásticos;06 Cantabria;2016;0
07.4 Residuos de plásticos;06 Cantabria;2015;0
07.4 Residuos de plásticos;06 Cantabria;2014;0
07.4 Residuos de plásticos;06 Cantabria;2013;0
07.4 Residuos de plásticos;06 Cantabria;2012;2146
07.4 Residuos de plásticos;06 Cantabria;2011;4530
07.4 Residuos de plásticos;06 Cantabria;2010;2804
07.4 Residuos de plásticos;07 Castilla y León;2021;908
07.4 Residuos de plásticos;07 Castilla y León;2020;723
07.4 Residuos de plásticos;07 Castilla y León;2019;788
07.4 Residuos de plásticos;07 Castilla y León;2018;940
07.4 Residuos de plásticos;07 Castilla y León;2017;447
07.4 Residuos de plásticos;07 Castilla y León;2016;858
07.4 Residuos de plásticos;07 Castilla y León;2015;322
07.4 Residuos de plásticos;07 Castilla y León;2014;325
07.4 Residuos de plásticos;07 Castilla y León;2013;175
07.4 Residuos de plásticos;07 Castilla y León;2012;8357
07.4 Residuos de plásticos;07 Castilla y León;2011;7349
07.4 Residuos de plásticos;07 Castilla y León;2010;7868
07.4 Residuos de plásticos;08 Castilla - La Mancha;2021;8059
07.4 Residuos de plásticos;08 Castilla - La Mancha;2020;225
07.4 Residuos de plásticos;08 Castilla - La Mancha;2019;13410
07.4 Residuos de plásticos;08 Castilla - La Mancha;2018;12199
07.4 Residuos de plásticos;08 Castilla - La Mancha;2017;11519
07.4 Residuos de plásticos;08 Castilla - La Mancha;2016;9947
07.4 Residuos de plásticos;08 Castilla - La Mancha;2015;307
07.4 Residuos de plásticos;08 Castilla - La Mancha;2014;309
07.4 Residuos de plásticos;08 Castilla - La Mancha;2013;0
07.4 Residuos de plásticos;08 Castilla - La Mancha;2012;4911
07.4 Residuos de plásticos;08 Castilla - La Mancha;2011;9971
07.4 Residuos de plásticos;08 Castilla - La Mancha;2010;8860
07.4 Residuos de plásticos;09 Cataluña;2021;2111
07.4 Residuos de plásticos;09 Cataluña;2020;2175
07.4 Residuos de plásticos;09 Cataluña;2019;2100
07.4 Residuos de plásticos;09 Cataluña;2018;2086
07.4 Residuos de plásticos;09 Cataluña;2017;2175
07.4 Residuos de plásticos;09 Cataluña;2016;910
07.4 Residuos de plásticos;09 Cataluña;2015;2964
07.4 Residuos de plásticos;09 Cataluña;2014;2993
07.4 Residuos de plásticos;09 Cataluña;2013;1975
07.4 Residuos de plásticos;09 Cataluña;2012;37467
07.4 Residuos de plásticos;09 Cataluña;2011;19847
07.4 Residuos de plásticos;09 Cataluña;2010;30305
07.4 Residuos de plásticos;10 Comunitat Valenciana;2021;882
07.4 Residuos de plásticos;10 Comunitat Valenciana;2020;463
07.4 Residuos de plásticos;10 Comunitat Valenciana;2019;735
07.4 Residuos de plásticos;10 Comunitat Valenciana;2018;1761
07.4 Residuos de plásticos;10 Comunitat Valenciana;2017;481
07.4 Residuos de plásticos;10 Comunitat Valenciana;2016;639
07.4 Residuos de plásticos;10 Comunitat Valenciana;2015;1889
07.4 Residuos de plásticos;10 Comunitat Valenciana;2014;1907
07.4 Residuos de plásticos;10 Comunitat Valenciana;2013;1687
07.4 Residuos de plásticos;10 Comunitat Valenciana;2012;6270
07.4 Residuos de plásticos;10 Comunitat Valenciana;2011;16978
07.4 Residuos de plásticos;10 Comunitat Valenciana;2010;26006
07.4 Residuos de plásticos;11 Extremadura;2021;81
07.4 Residuos de plásticos;11 Extremadura;2020;97
07.4 Residuos de plásticos;11 Extremadura;2019;66
07.4 Residuos de plásticos;11 Extremadura;2018;0
07.4 Residuos de plásticos;11 Extremadura;2017;0
07.4 Residuos de plásticos;11 Extremadura;2016;4
07.4 Residuos de plásticos;11 Extremadura;2015;13
07.4 Residuos de plásticos;11 Extremadura;2014;13
07.4 Residuos de plásticos;11 Extremadura;2013;2
07.4 Residuos de plásticos;11 Extremadura;2012;1074
07.4 Residuos de plásticos;11 Extremadura;2011;646
07.4 Residuos de plásticos;11 Extremadura;2010;4416
07.4 Residuos de plásticos;12 Galicia;2021;3055
07.4 Residuos de plásticos;12 Galicia;2020;1081
07.4 Residuos de plásticos;12 Galicia;2019;724
07.4 Residuos de plásticos;12 Galicia;2018;813
07.4 Residuos de plásticos;12 Galicia;2017;1324
07.4 Residuos de plásticos;12 Galicia;2016;1100
07.4 Residuos de plásticos;12 Galicia;2015;26702
07.4 Residuos de plásticos;12 Galicia;2014;26958
07.4 Residuos de plásticos;12 Galicia;2013;10384
07.4 Residuos de plásticos;12 Galicia;2012;4281
07.4 Residuos de plásticos;12 Galicia;2011;2152
07.4 Residuos de plásticos;12 Galicia;2010;7219
07.4 Residuos de plásticos;13 Comunidad de Madrid;2021;953
07.4 Residuos de plásticos;13 Comunidad de Madrid;2020;401
07.4 Residuos de plásticos;13 Comunidad de Madrid;2019;541
07.4 Residuos de plásticos;13 Comunidad de Madrid;2018;465
07.4 Residuos de plásticos;13 Comunidad de Madrid;2017;2879
07.4 Residuos de plásticos;13 Comunidad de Madrid;2016;480
07.4 Residuos de plásticos;13 Comunidad de Madrid;2015;372
07.4 Residuos de plásticos;13 Comunidad de Madrid;2014;376
07.4 Residuos de plásticos;13 Comunidad de Madrid;2013;3143
07.4 Residuos de plásticos;13 Comunidad de Madrid;2012;3630
07.4 Residuos de plásticos;13 Comunidad de Madrid;2011;10171
07.4 Residuos de plásticos;13 Comunidad de Madrid;2010;38083
07.4 Residuos de plásticos;14 Región de Murcia;2021;132
07.4 Residuos de plásticos;14 Región de Murcia;2020;92
07.4 Residuos de plásticos;14 Región de Murcia;2019;7106
07.4 Residuos de plásticos;14 Región de Murcia;2018;133
07.4 Residuos de plásticos;14 Región de Murcia;2017;694
07.4 Residuos de plásticos;14 Región de Murcia;2016;1512
07.4 Residuos de plásticos;14 Región de Murcia;2015;170
07.4 Residuos de plásticos;14 Región de Murcia;2014;172
07.4 Residuos de plásticos;14 Región de Murcia;2013;106
07.4 Residuos de plásticos;14 Región de Murcia;2012;1512
07.4 Residuos de plásticos;14 Región de Murcia;2011;2281
07.4 Residuos de plásticos;14 Región de Murcia;2010;4404
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2021;85
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2020;90
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2019;76
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2018;114
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2017;648
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2016;641
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2015;1589
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2014;1604
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2013;1551
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2012;8484
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2011;1043
07.4 Residuos de plásticos;15 Comunidad Foral de Navarra;2010;2512
07.4 Residuos de plásticos;16 País Vasco;2021;1860
07.4 Residuos de plásticos;16 País Vasco;2020;2159
07.4 Residuos de plásticos;16 País Vasco;2019;2334
07.4 Residuos de plásticos;16 País Vasco;2018;2255
07.4 Residuos de plásticos;16 País Vasco;2017;2325
07.4 Residuos de plásticos;16 País Vasco;2016;3207
07.4 Residuos de plásticos;16 País Vasco;2015;1398
07.4 Residuos de plásticos;16 País Vasco;2014;1411
07.4 Residuos de plásticos;16 País Vasco;2013;1062
07.4 Residuos de plásticos;16 País Vasco;2012;5118
07.4 Residuos de plásticos;16 País Vasco;2011;6164
07.4 Residuos de plásticos;16 País Vasco;2010;7922
07.4 Residuos de plásticos;17 La Rioja;2021;22
07.4 Residuos de plásticos;17 La Rioja;2020;10
07.4 Residuos de plásticos;17 La Rioja;2019;100
07.4 Residuos de plásticos;17 La Rioja;2018;1
07.4 Residuos de plásticos;17 La Rioja;2017;43
07.4 Residuos de plásticos;17 La Rioja;2016;7
07.4 Residuos de plásticos;17 La Rioja;2015;9
07.4 Residuos de plásticos;17 La Rioja;2014;9
07.4 Residuos de plásticos;17 La Rioja;2013;2
07.4 Residuos de plásticos;17 La Rioja;2012;9
07.4 Residuos de plásticos;17 La Rioja;2011;0
07.4 Residuos de plásticos;17 La Rioja;2010;0
07.5 Residuos de Madera;Total Nacional;2021;168901
07.5 Residuos de Madera;Total Nacional;2020;137532
07.5 Residuos de Madera;Total Nacional;2019;136435
07.5 Residuos de Madera;Total Nacional;2018;138766
07.5 Residuos de Madera;Total Nacional;2017;189733
07.5 Residuos de Madera;Total Nacional;2016;95081
07.5 Residuos de Madera;Total Nacional;2015;87765
07.5 Residuos de Madera;Total Nacional;2014;88498
07.5 Residuos de Madera;Total Nacional;2013;105646
07.5 Residuos de Madera;Total Nacional;2012;130509
07.5 Residuos de Madera;Total Nacional;2011;127522
07.5 Residuos de Madera;Total Nacional;2010;192052
07.5 Residuos de Madera;01 Andalucía;2021;17399
07.5 Residuos de Madera;01 Andalucía;2020;15091
07.5 Residuos de Madera;01 Andalucía;2019;17849
07.5 Residuos de Madera;01 Andalucía;2018;12520
07.5 Residuos de Madera;01 Andalucía;2017;13969
07.5 Residuos de Madera;01 Andalucía;2016;8619
07.5 Residuos de Madera;01 Andalucía;2015;10079
07.5 Residuos de Madera;01 Andalucía;2014;10070
07.5 Residuos de Madera;01 Andalucía;2013;12611
07.5 Residuos de Madera;01 Andalucía;2012;16997
07.5 Residuos de Madera;01 Andalucía;2011;9155
07.5 Residuos de Madera;01 Andalucía;2010;13528
07.5 Residuos de Madera;02 Aragón;2021;3246
07.5 Residuos de Madera;02 Aragón;2020;2325
07.5 Residuos de Madera;02 Aragón;2019;2815
07.5 Residuos de Madera;02 Aragón;2018;3276
07.5 Residuos de Madera;02 Aragón;2017;4645
07.5 Residuos de Madera;02 Aragón;2016;1230
07.5 Residuos de Madera;02 Aragón;2015;679
07.5 Residuos de Madera;02 Aragón;2014;682
07.5 Residuos de Madera;02 Aragón;2013;880
07.5 Residuos de Madera;02 Aragón;2012;10755
07.5 Residuos de Madera;02 Aragón;2011;10016
07.5 Residuos de Madera;02 Aragón;2010;3374
07.5 Residuos de Madera;03 Principado de Asturias;2021;3632
07.5 Residuos de Madera;03 Principado de Asturias;2020;0
07.5 Residuos de Madera;03 Principado de Asturias;2019;3801
07.5 Residuos de Madera;03 Principado de Asturias;2018;3534
07.5 Residuos de Madera;03 Principado de Asturias;2017;3176
07.5 Residuos de Madera;03 Principado de Asturias;2016;4004
07.5 Residuos de Madera;03 Principado de Asturias;2015;3561
07.5 Residuos de Madera;03 Principado de Asturias;2014;3595
07.5 Residuos de Madera;03 Principado de Asturias;2013;1942
07.5 Residuos de Madera;03 Principado de Asturias;2012;1826
07.5 Residuos de Madera;03 Principado de Asturias;2011;61
07.5 Residuos de Madera;03 Principado de Asturias;2010;56
07.5 Residuos de Madera;04 Illes Balears;2021;309
07.5 Residuos de Madera;04 Illes Balears;2020;258
